City,Year,Brand,Car Name,Car model,Car Price,KM,Owner,Car Type,Car link
Mumbai,2019,Volkswagen,Ameo  ,Manual,"₹5,70,499","7,127 km",1st Owner,Petrol,https://www.cars24.com/buy-used-volkswagen-ameo-2019-cars-mumbai-1039576606/
Mumbai,2019,Hyundai,VENUE  ,Manual,"₹9,03,399","22,716 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-mumbai-1039832560/
Mumbai,2014,Honda,CRV  ,Automatic,"₹10,60,699","1,03,411 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-crv-2014-cars-mumbai-1060605145/
Mumbai,2017,Hyundai,Elite i20 ,Manual,"₹5,69,999","63,277 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-mumbai-1030346149/
Mumbai,2016,Hyundai,Elite i20 ,Manual,"₹5,48,299","76,366 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-mumbai-1030495664/
Mumbai,2018,Maruti,Ciaz  ,Manual,"₹7,12,999","51,725 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-mumbai-1036464063/
Mumbai,2016,Maruti,Baleno  ,Manual,"₹5,78,399","76,773 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-1032093860/
Mumbai,2018,Maruti,Dzire  ,Manual,"₹7,41,999","47,158 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-1038590369/
Mumbai,2018,Honda,WR-V  ,Manual,"₹7,43,299","14,930 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-honda-wr-v-2018-cars-mumbai-1034192741/
Mumbai,2017,Ford,Figo Aspire ,Manual,"₹4,65,699","1,41,022 km",1st Owner,Diesel,https://www.cars24.com/buy-used-ford-figo-aspire-2017-cars-mumbai-1032569104/
Mumbai,2018,Maruti,Dzire  ,Manual,"₹7,04,199","6,829 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-1031758164/
Mumbai,2020,Maruti,S PRESSO ,Automatic,"₹5,34,699","2,799 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-mumbai-1036820062/
Mumbai,2017,Hyundai,Verna  ,Manual,"₹11,20,099","53,640 km",1st Owner,Diesel,https://www.cars24.com/buy-used-hyundai-verna-2017-cars-mumbai-1030526864/
Mumbai,2020,Honda,Jazz  ,Automatic,"₹10,61,999","11,909 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-jazz-2020-cars-mumbai-10353893772/
Mumbai,2016,Hyundai,i20 Active ,Manual,"₹5,46,499","47,707 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-i20-active-2016-cars-mumbai-1032979969/
Mumbai,2021,Skoda,Rapid  ,Automatic,"₹12,06,099","4,245 km",1st Owner,Petrol,https://www.cars24.com/buy-used-skoda-rapid-2021-cars-mumbai-1038784365/
Mumbai,2018,Skoda,Octavia  ,Automatic,"₹17,59,499","26,809 km",1st Owner,Petrol,https://www.cars24.com/buy-used-skoda-octavia-2018-cars-mumbai-1033980863/
Mumbai,2017,Maruti,Baleno  ,Manual,"₹6,19,499","29,794 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-mumbai-1036472743/
Mumbai,2016,Maruti,Baleno  ,Manual,"₹5,86,699","47,421 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-1033519004/
